track_name,track_artist,track_popularity,track_album_name,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,release_year,duration_sec
The Upside (feat. Elle King),Lindsey Stirling,18,The Upside (feat. Elle King) / The Upside / Underground,Dance Pop,pop,dance pop,0.514,0.856,2,-4.285,1,0.0717,0.00123,6.34e-06,0.544,0.351,117.014,2019,228.5
Stay,Zedd,79,Stay,Dance Pop,pop,dance pop,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,2017,210.09
Million Voices,Armin van Buuren,60,Balance,Dance Pop,pop,dance pop,0.466,0.869,3,-4.275,1,0.0529,0.0142,0.00241,0.115,0.185,126.113,2019,187.15
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,83,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",Dance Pop,pop,dance pop,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,2018,212.5
Closer (feat. Halsey),The Chainsmokers,85,Closer (feat. Halsey),Dance Pop,pop,dance pop,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,2016,244.96
Solo (feat. Demi Lovato),Clean Bandit,80,Solo (feat. Demi Lovato),Dance Pop,pop,dance pop,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,2018,222.65
Scared to Be Lonely,Martin Garrix,81,Scared to Be Lonely,Dance Pop,pop,dance pop,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,2017,220.88
Friends (with BloodPop®),Justin Bieber,76,Friends (with BloodPop®),Dance Pop,pop,dance pop,0.743,0.733,8,-5.337,1,0.0375,0.00402,0.0,0.304,0.622,104.977,2017,189.47
RITMO (Bad Boys For Life),The Black Eyed Peas,96,RITMO (Bad Boys For Life),Dance Pop,pop,dance pop,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,2019,221.71
Promises (with Sam Smith),Calvin Harris,84,Promises (with Sam Smith),Dance Pop,pop,dance pop,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,2018,213.31
Turn Me On (feat. Vula),Riton,86,Turn Me On (feat. Vula),Dance Pop,pop,dance pop,0.737,0.828,11,-4.711,1,0.0396,0.0149,0.000583,0.0862,0.517,124.052,2019,208.47
Light,San Holo,68,Light,Dance Pop,pop,dance pop,0.57,0.763,1,-4.137,1,0.0573,0.0857,2.49e-06,0.0932,0.43,150.088,2017,239.85
2U,David Guetta,66,2U,Dance Pop,pop,dance pop,0.551,0.651,8,-5.828,0,0.0594,0.225,0.0,0.224,0.562,144.875,2017,194.91
Something Just Like This,The Chainsmokers,83,Memories...Do Not Open,Dance Pop,pop,dance pop,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,2017,247.16
One Kiss (with Dua Lipa),Calvin Harris,85,One Kiss (with Dua Lipa),Dance Pop,pop,dance pop,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,2018,214.85
Heroes (we could be),Alesso,73,Forever,Dance Pop,pop,dance pop,0.503,0.748,5,-4.124,1,0.0619,0.0305,0.0,0.343,0.356,125.896,2015,210.01
It Ain’t Me (with Selena Gomez),Kygo,69,It Ain't Me,Dance Pop,pop,dance pop,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,2017,220.78
Let Me Love You,DJ Snake,81,Encore,Dance Pop,pop,dance pop,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,2016,205.95
Roses,The Chainsmokers,73,Roses,Dance Pop,pop,dance pop,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,2015,226.74
Flames,David Guetta,57,7,Dance Pop,pop,dance pop,0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958,2018,195.0
Sorry,Justin Bieber,81,Purpose (Deluxe),Dance Pop,pop,dance pop,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,2015,200.79
This Is What You Came For,Calvin Harris,79,This Is What You Came For,Dance Pop,pop,dance pop,0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,2016,222.16
In My Mind,Dynoro,84,In My Mind,Dance Pop,pop,dance pop,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,2018,184.56
Where Are Ü Now,Skrillex,8,Purpose (Deluxe),Dance Pop,pop,dance pop,0.432,0.74,7,-5.053,1,0.062,0.0342,6.59e-06,0.14,0.193,139.42,2015,242.52
Mi Gente (feat. Beyoncé),J Balvin,61,Mi Gente (feat. Beyoncé),Dance Pop,pop,dance pop,0.759,0.716,11,-6.36,0,0.0818,0.0223,0.0,0.231,0.469,105.009,2017,209.73
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,74,TROLLS (Original Motion Picture Soundtrack),Dance Pop,pop,dance pop,0.669,0.832,0,-5.72,1,0.0682,0.0106,0.0,0.0968,0.7,113.035,2016,237.55
How Deep Is Your Love,Calvin Harris,77,How Deep Is Your Love,Dance Pop,pop,dance pop,0.738,0.868,11,-4.373,0,0.0731,0.0389,0.00171,0.388,0.336,122.003,2015,212.64
In Your Eyes (feat. Alida),Robin Schulz,74,In Your Eyes (feat. Alida),Dance Room,pop,dance pop,0.57,0.672,8,-5.89,0,0.0723,0.177,0.0,0.0768,0.448,120.019,2020,208.22
Wish You Well (with Sigala),Sigala,5,Get To Know,Dance Room,pop,dance pop,0.67,0.89,5,-3.785,0,0.0576,0.122,0.0,0.333,0.568,124.967,2019,206.44
With You - LöKii Remix,Kaskade,57,With You - The Remixes,Dance Room,pop,dance pop,0.708,0.727,9,-7.647,1,0.0389,0.0201,0.676,0.37,0.512,120.012,2019,231.48
Dive,Hot Shade,68,Dive,Dance Room,pop,dance pop,0.654,0.787,4,-4.999,1,0.0502,0.00515,0.0,0.144,0.409,123.978,2019,164.49
No Goodbye,Paul Kalkbrenner,65,No Goodbye,Dance Room,pop,dance pop,0.945,0.584,6,-7.649,0,0.044,0.0955,0.341,0.147,0.626,124.996,2019,168.55
Work,MOTi,58,Work,Dance Room,pop,dance pop,0.704,0.929,0,-4.447,1,0.0395,0.0395,0.0249,0.181,0.633,126.055,2019,155.24
Instagram,Dimitri Vegas & Like Mike,81,Instagram,Dance Room,pop,dance pop,0.765,0.906,8,-2.097,0,0.0965,0.125,0.0,0.423,0.95,96.071,2019,184.56
Better Off Without You (feat. Shift K3Y),Becky Hill,68,Better Off Without You (feat. Shift K3Y),Dance Room,pop,dance pop,0.682,0.855,7,-3.282,1,0.0401,0.0566,1e-06,0.101,0.304,124.004,2020,198.74
Butterfly,Molella,43,Butterfly,Dance Room,pop,dance pop,0.627,0.662,7,-7.104,0,0.0349,0.0922,0.000166,0.143,0.596,124.039,2019,159.19
All The Love You Got,MOTi,57,All The Love You Got,Dance Room,pop,dance pop,0.762,0.736,7,-7.66,1,0.0778,0.135,0.0538,0.113,0.248,126.007,2019,165.71
Call You Mine - Asketa & Natan Chaim Remix,The Chainsmokers,58,Call You Mine - The Remixes,Dance Room,pop,dance pop,0.577,0.844,7,-3.364,1,0.0406,0.00407,6.13e-06,0.499,0.283,115.066,2019,183.65
Love Is Not Enough,GATTÜSO,58,Love Is Not Enough,Dance Room,pop,dance pop,0.632,0.816,8,-4.584,1,0.0349,0.00205,0.106,0.119,0.134,127.95,2019,202.5
Lose Control,MEDUZA,91,Lose Control,Dance Room,pop,dance pop,0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935,2019,168.39
I Wanna Dance,Jonas Blue,67,I Wanna Dance,Dance Room,pop,dance pop,0.825,0.841,0,-6.433,1,0.135,0.0906,0.00411,0.258,0.616,126.026,2019,184.58
After The Landslide - Club Remix,Matt Simons,42,After The Landslide (Remix),Dance Room,pop,dance pop,0.63,0.731,6,-4.985,1,0.0352,0.0191,7.82e-06,0.704,0.46,119.997,2019,240.0
Midnight Hour with Boys Noize & Ty Dolla $ign,Skrillex,70,Midnight Hour with Boys Noize & Ty Dolla $ign,Dance Room,pop,dance pop,0.795,0.899,0,-4.202,1,0.0685,0.00235,0.000392,0.199,0.329,125.978,2019,198.84
Pon de Replay,Ed Marquis,64,Pon de Replay,Dance Room,pop,dance pop,0.529,0.717,6,-7.049,0,0.24,0.123,0.000707,0.0363,0.481,103.99,2017,257.94
So Close,NOTD,79,So Close (feat. Georgia Ku),Dance Room,pop,dance pop,0.7,0.872,10,-5.896,1,0.0666,0.121,7.08e-06,0.103,0.761,125.03,2018,190.3
Look Into My Eyes,Brando,48,Look Into My Eyes,Dance Room,pop,dance pop,0.791,0.541,1,-7.14,1,0.054,0.123,4.74e-05,0.121,0.433,115.987,2020,154.65
Not in Control,Glaceo,53,Not in Control,Dance Room,pop,dance pop,0.904,0.633,0,-5.545,1,0.0958,0.203,0.000266,0.163,0.492,121.995,2019,179.02
BLUE,Tiësto,75,BLUE,Dance Room,pop,dance pop,0.744,0.725,11,-6.055,1,0.0303,0.018,9.29e-06,0.212,0.904,118.034,2019,167.86
Don't Waste My Time,Kharfi,46,Don't Waste My Time,Dance Room,pop,dance pop,0.772,0.687,9,-6.348,0,0.211,0.0528,0.0,0.834,0.59,118.116,2019,154.29
Beat Of My Heart,Lost Frequencies,67,Alive And Feeling Fine,Dance Room,pop,dance pop,0.706,0.524,6,-8.804,1,0.026,0.127,0.00129,0.109,0.296,111.991,2019,183.18
Don't Start Now - Kungs Remix,Dua Lipa,65,Don't Start Now (Kungs Remix),Dance Room,pop,dance pop,0.664,0.699,11,-7.115,0,0.27,0.0352,0.0,0.0612,0.252,122.019,2019,216.26
Drunken Truth,Steve Void,56,The Seed EP,Dance Room,pop,dance pop,0.781,0.745,1,-4.942,0,0.0374,0.0814,9.71e-05,0.106,0.498,110.051,2019,158.09
Jacques,Jax Jones,42,Jacques,Dance Room,pop,dance pop,0.789,0.547,9,-8.738,0,0.0748,0.072,9.21e-05,0.0782,0.48,120.024,2019,203.23
Something Real,Armin van Buuren,58,Balance,Dance Room,pop,dance pop,0.575,0.808,1,-4.578,1,0.0439,0.0446,0.0,0.0693,0.232,127.922,2019,179.53
Stay (Don't Go Away) [feat. Raye],David Guetta,74,Stay (Don't Go Away) [feat. Raye],Dance Room,pop,dance pop,0.669,0.797,9,-5.68,0,0.0624,0.259,0.0,0.199,0.552,119.865,2019,185.94
Solid Gold,PNAU,65,Solid Gold,Dance Room,pop,dance pop,0.567,0.946,5,-2.245,0,0.0541,0.0978,1.37e-06,0.0836,0.295,104.983,2019,208.37
One Life,Mike Perry,64,One Life,Dance Room,pop,dance pop,0.653,0.757,3,-3.642,1,0.0555,0.0997,0.0,0.242,0.233,128.015,2019,204.59
All ‘Bout The Money,FAULHABER,51,All ‘Bout The Money,Dance Room,pop,dance pop,0.721,0.779,6,-4.239,0,0.0606,0.142,0.0,0.143,0.327,110.026,2019,169.96
Never Letting Go,Audien,63,Never Letting Go,Dance Room,pop,dance pop,0.534,0.765,1,-3.151,1,0.0338,0.0915,0.00107,0.225,0.117,127.978,2018,172.52
Used To Love (with Dean Lewis),Martin Garrix,83,Used To Love (with Dean Lewis),Dance Room,pop,dance pop,0.651,0.693,4,-4.722,1,0.0375,0.458,0.0,0.335,0.392,118.97,2019,236.76
Giulia,Prince Paris,55,Giulia,Dance Room,pop,dance pop,0.682,0.923,0,-3.273,1,0.0364,0.00395,3e-05,0.242,0.37,130.052,2019,153.23
What Do I Do? - Benny Benassi Remix,Georgia Ku,39,What Do I Do? (Benny Benassi Remix),Dance Room,pop,dance pop,0.66,0.827,10,-5.081,1,0.0789,0.429,0.0,0.0923,0.611,115.349,2019,167.25
Dreams Of You (feat. Rae Morris),Icarus,48,Dreams Of You (feat. Rae Morris),Dance Room,pop,dance pop,0.57,0.965,6,-4.881,0,0.0348,0.00108,0.523,0.201,0.148,123.008,2019,291.79
I Will Let You Down (feat. KLARA),Madison Mars,59,I Will Let You Down (feat. KLARA),Dance Room,pop,dance pop,0.608,0.918,0,-1.137,0,0.0684,0.199,0.0,0.309,0.422,126.022,2019,182.0
Carillon (with Achille Lauro),Nahaze,64,Carillon (with Achille Lauro),Dance Room,pop,dance pop,0.561,0.562,9,-11.431,0,0.15,0.062,0.0,0.118,0.244,151.631,2019,242.38
La Vie - Gabry Ponte Mix,DJ Ross,42,La Vie (Gabry Ponte Mix),Dance Room,pop,dance pop,0.591,0.88,4,-5.153,0,0.223,0.0804,0.0,0.326,0.482,127.013,2019,177.64
Lullaby,R3HAB,70,Lullaby,Dance Room,pop,dance pop,0.626,0.8,1,-3.988,0,0.035,0.0267,0.000138,0.0623,0.258,127.966,2018,160.18
Say It,Phantoms,57,Disconnect,Dance Room,pop,dance pop,0.745,0.8,11,-5.606,0,0.0361,0.0209,0.000479,0.113,0.314,122.008,2019,204.69
All This Time,Deorro,21,All This Time,Dance Room,pop,dance pop,0.66,0.857,2,-5.219,1,0.321,0.167,1.36e-05,0.119,0.233,130.069,2019,225.16
All You Need To Know (feat. Calle Lehmann),Gryffin,68,Gravity,Dance Room,pop,dance pop,0.53,0.729,0,-6.019,1,0.0376,0.00699,0.0,0.103,0.219,139.929,2019,238.34
Acordeão,Tiësto,63,Acordeão,Dance Room,pop,dance pop,0.552,0.887,1,-3.812,1,0.147,0.0457,0.0207,0.0903,0.783,125.229,2019,131.2
My Friend,Yves V,54,My Friend,Dance Room,pop,dance pop,0.471,0.911,2,-4.372,0,0.0594,0.0316,0.00648,0.571,0.197,126.112,2019,170.0
On & On,Alok,79,On & On,Dance Room,pop,dance pop,0.747,0.776,10,-5.898,0,0.0722,0.0233,1.38e-05,0.761,0.67,125.07,2019,147.03
Juliet & Romeo,Martin Solveig,72,Juliet & Romeo,Dance Room,pop,dance pop,0.712,0.664,11,-8.026,1,0.0345,0.0416,0.000104,0.0668,0.781,122.014,2019,204.51
All Around The World (La La La),R3HAB,80,All Around The World (La La La),Dance Room,pop,dance pop,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,2019,147.84
Are You Lonely (feat. ISÁK),Steve Aoki,47,Are You Lonely (feat. ISÁK),Dance Room,pop,dance pop,0.517,0.793,6,-5.851,0,0.0367,0.0214,0.00046,0.0892,0.176,90.06,2019,157.33
No More (feat. Brenda Mullen) - Bottai Edit,Alex Gaudino,19,No More (feat. Brenda Mullen) [Bottai Edit],Dance Room,pop,dance pop,0.675,0.674,4,-6.329,1,0.0372,0.00339,8.55e-05,0.279,0.414,125.037,2019,200.64
Close Your Eyes,Felix Jaehn,79,Close Your Eyes,Dance Room,pop,dance pop,0.818,0.823,11,-3.563,0,0.2,0.0663,1.17e-05,0.133,0.52,128.136,2019,160.79
Buzzing (with Nevve),Audien,59,Escapism,Dance Room,pop,dance pop,0.639,0.591,7,-3.905,0,0.0344,0.128,6.69e-06,0.159,0.305,128.002,2019,225.0
Never Be Alone (feat. Aloe Blacc),David Guetta,68,Never Be Alone (feat. Aloe Blacc),Dance Room,pop,dance pop,0.535,0.906,6,-4.699,0,0.0353,0.0202,0.000715,0.0886,0.732,126.012,2019,178.67
Roses - Imanbek Remix,SAINt JHN,72,Roses (Imanbek Remix),Dance Room,pop,dance pop,0.784,0.721,8,-5.457,1,0.0506,0.0149,0.00424,0.285,0.895,121.966,2019,176.22
Insane,Ofenbach,66,Insane,Dance Room,pop,dance pop,0.809,0.758,4,-5.658,0,0.101,0.409,0.000544,0.166,0.71,125.022,2019,142.23
Daydreams - Sultan + Shepard Echoes Of Life Remix,ARTY,59,Daydreams (Sultan + Shepard Echoes Of Life Remix),Dance Room,pop,dance pop,0.669,0.793,1,-6.16,1,0.0403,0.0318,0.0372,0.555,0.159,121.995,2020,220.2
Only Want You - Sam Feldt Remix,Rita Ora,64,Only Want You (Sam Feldt Remix),Cardio,pop,dance pop,0.578,0.786,9,-4.665,1,0.13,0.232,0.000106,0.122,0.347,105.945,2019,179.15
Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,Ellie Goulding,9,Close To Me (Remixes),Cardio,pop,dance pop,0.733,0.839,1,-2.84,0,0.0335,0.0145,0.000187,0.162,0.471,126.009,2019,223.53
Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix,Drax Project,41,Woke Up Late (Sam Feldt Remix),Cardio,pop,dance pop,0.63,0.726,0,-3.753,1,0.0978,0.0717,0.0,0.108,0.499,122.055,2019,196.48
South of the Border (feat. Camila Cabello & Cardi B) - Cheat Codes Remix,Ed Sheeran,69,South of the Border (feat. Camila Cabello & Cardi B) [Cheat Codes Remix],Cardio,pop,dance pop,0.845,0.766,2,-5.727,0,0.0658,0.212,0.0,0.111,0.782,114.054,2019,195.92
Not Ok - Frank Walker Remix,Kygo,66,Not Ok (Frank Walker Remix),Cardio,pop,dance pop,0.679,0.866,2,-3.754,1,0.0566,0.0337,0.0,0.0688,0.441,121.927,2019,183.93
Heaven (feat. Veronica),Dzeko,68,Heaven (feat. Veronica),Cardio,pop,dance pop,0.657,0.882,0,-3.565,0,0.0456,0.247,0.00202,0.112,0.179,127.994,2019,195.0
Sixteen - Don Diablo Remix,Ellie Goulding,66,Sixteen (Don Diablo Remix),Cardio,pop,dance pop,0.493,0.773,5,-3.791,0,0.157,0.429,7.07e-06,0.0807,0.301,123.149,2019,193.55
Don’t Give Up On Me Now (with Julie Bergan),R3HAB,63,Don’t Give Up On Me Now (with Julie Bergan),Cardio,pop,dance pop,0.687,0.706,4,-5.357,1,0.0459,0.091,0.0,0.124,0.27,115.268,2019,127.83
Brave,Don Diablo,68,Brave,Cardio,pop,dance pop,0.654,0.874,6,-3.885,1,0.0543,0.169,1.77e-06,0.134,0.542,119.85,2019,184.03
Let It Be Me,Steve Aoki,23,Let It Be Me,Cardio,pop,dance pop,0.661,0.758,7,-5.299,1,0.0864,0.0797,0.0,0.106,0.387,114.098,2019,224.06
Carry On - Nicky Romero Remix,Kygo,67,Carry On (Nicky Romero Remix),Cardio,pop,dance pop,0.447,0.684,9,-4.721,0,0.09,0.175,0.0,0.478,0.437,125.655,2019,175.31
Magnets (feat. Sophie Simmons),Sam Feldt,62,Magnets (feat. Sophie Simmons),Cardio,pop,dance pop,0.731,0.802,5,-4.763,1,0.0623,0.022,0.0,0.059,0.434,121.991,2019,179.02
Don't Give Up On Me,Andy Grammer,9,Don't Give Up On Me (with R3HAB),Cardio,pop,dance pop,0.489,0.766,3,-5.84,1,0.0851,0.0511,1.35e-05,0.126,0.117,121.445,2019,190.64
Found Love (feat. Lovespeake),MOTi,59,Found Love (feat. Lovespeake),Cardio,pop,dance pop,0.6,0.888,8,-4.612,1,0.13,0.00166,0.0,0.4,0.641,126.056,2019,157.02
These Are The Times (feat. JRM),Martin Garrix,71,These Are The Times (feat. JRM),Cardio,pop,dance pop,0.687,0.707,4,-6.19,1,0.0328,0.0536,9.29e-05,0.16,0.607,127.033,2019,188.66
Wherever You Go,Jonas Blue,21,Blue,Cardio,pop,dance pop,0.711,0.724,7,-4.809,1,0.106,0.0835,0.0,0.0389,0.478,104.048,2018,208.95
Happy Now,Kygo,81,Happy Now,Cardio,pop,dance pop,0.693,0.575,9,-6.998,1,0.0801,0.374,0.0,0.252,0.492,117.999,2018,211.36
Roots,Valerie Broussard,69,Roots,Cardio,pop,dance pop,0.683,0.785,7,-4.879,1,0.037,0.0643,1.34e-05,0.177,0.581,122.997,2019,184.56
Talk - Alle Farben Remix,Khalid,56,Talk (Alle Farben Remix),Cardio,pop,dance pop,0.638,0.818,9,-4.517,0,0.05,0.131,1.78e-05,0.107,0.489,126.015,2019,167.99
All The Lies - Toby Romeo Remix / Radio Edit,Alok,56,All The Lies (Remixes),Cardio,pop,dance pop,0.707,0.806,6,-4.777,1,0.175,0.00908,0.0,0.366,0.634,119.972,2019,163.0
High Hopes - Don Diablo Remix,Panic! At The Disco,60,High Hopes (Don Diablo Remix),Cardio,pop,dance pop,0.59,0.888,5,-2.851,1,0.0765,0.0216,0.0,0.487,0.288,126.094,2019,185.71
Summer Air (feat. Trevor Guthrie),Hardwell,40,Summer Air (feat. Trevor Guthrie),Cardio,pop,dance pop,0.632,0.574,4,-8.584,1,0.053,0.0942,0.0,0.215,0.557,125.989,2019,201.9
Can We Pretend (feat. Cash Cash) - Sigala Remix,P!nk,57,Can We Pretend (feat. Cash Cash) [Sigala Remix],Cardio,pop,dance pop,0.703,0.879,1,-4.514,0,0.177,0.0693,0.0,0.315,0.542,124.972,2019,183.36
Bruises - Steve Void Remix,Lewis Capaldi,70,Bruises EP,Cardio,pop,dance pop,0.79,0.746,9,-5.96,1,0.0502,0.241,0.0,0.316,0.538,124.971,2019,212.28
Insomnia - King Arthur Remix,Daya,63,Insomnia (King Arthur Remix),Cardio,pop,dance pop,0.733,0.718,4,-7.149,0,0.0376,0.0107,0.0102,0.33,0.206,122.993,2019,176.1
Don't Worry Bout Me - Rudimental Remix,Zara Larsson,65,Don't Worry Bout Me (Rudimental Remix),Cardio,pop,dance pop,0.728,0.848,5,-6.248,1,0.185,0.0427,4.49e-06,0.118,0.612,124.993,2019,193.14
I Miss Myself - R3HAB Remix,NOTD,56,I Miss Myself (R3HAB Remix),Cardio,pop,dance pop,0.502,0.78,0,-4.547,1,0.244,0.333,0.0,0.72,0.607,122.688,2019,183.34
8 Letters - R3HAB Remix,Why Don't We,2,8 Letters (R3HAB Remix),Cardio,pop,dance pop,0.638,0.708,1,-5.001,0,0.0421,0.24,0.0,0.311,0.582,103.16,2018,132.23
You Deserve Better - Andrelli Remix,James Arthur,53,You Deserve Better (Andrelli Remix),Cardio,pop,dance pop,0.685,0.712,6,-4.302,0,0.0894,0.334,1.1e-06,0.047,0.483,114.989,2018,196.49
Remember (with ZOHARA),Gryffin,11,Remember (with ZOHARA),Cardio,pop,dance pop,0.62,0.906,11,-3.638,0,0.0627,0.102,0.0206,0.183,0.398,123.047,2018,221.77
REMEDY,Alesso,77,REMEDY,Cardio,pop,dance pop,0.601,0.775,0,-4.612,1,0.0473,0.269,0.0,0.0883,0.483,119.964,2018,190.3
Leave,Borgeous,56,Leave,Cardio,pop,dance pop,0.762,0.665,11,-6.92,0,0.0471,0.169,0.0,0.103,0.961,115.946,2019,193.64
Mama (feat. Ellie Goulding) - Tiësto’s Big Room Remix,Clean Bandit,65,Mama (feat. Ellie Goulding) [Tiësto’s Big Room Remix],Cardio,pop,dance pop,0.684,0.95,1,-2.588,0,0.0809,0.0207,1.25e-06,0.105,0.436,125.974,2019,156.17
I'm Not Sorry,Hardwell,34,I'm Not Sorry,Cardio,pop,dance pop,0.65,0.819,4,-3.811,1,0.0551,0.117,0.0,0.0772,0.351,128.09,2019,186.09
Tequila - Robin Schulz Remix,Dan + Shay,54,Tequila (Robin Schulz Remix),Cardio,pop,dance pop,0.448,0.836,11,-6.495,1,0.0809,0.229,0.0,0.427,0.482,122.899,2019,170.1
Happier - Frank Walker Remix,Marshmello,51,Happier (Remixes),Cardio,pop,dance pop,0.712,0.646,5,-4.23,1,0.182,0.116,0.0,0.123,0.607,104.998,2018,196.57
Sing It With Me - Embody Remix,JP Cooper,50,Sing It With Me (Embody Remix),Cardio,pop,dance pop,0.674,0.854,5,-5.253,1,0.115,0.054,0.0,0.379,0.503,111.969,2019,180.57
Thursday - Nicky Romero Remix,Jess Glynne,52,Thursday (Nicky Romero Remix),Cardio,pop,dance pop,0.739,0.622,11,-5.382,0,0.0394,0.532,0.0,0.0508,0.615,119.992,2018,217.8
Better When You're Gone,David Guetta,76,Better When You're Gone,Cardio,pop,dance pop,0.647,0.795,1,-3.548,0,0.0372,0.0635,0.0,0.188,0.409,127.992,2019,192.4
Wish You Well,Sigala,75,Wish You Well,Cardio,pop,dance pop,0.669,0.895,5,-3.787,0,0.0575,0.128,0.0,0.297,0.576,124.964,2019,205.65
Only When It Rains,Frank Walker,52,Only When It Rains,Cardio,pop,dance pop,0.792,0.724,11,-5.108,0,0.0362,0.219,0.0,0.0911,0.429,109.984,2019,169.0
Mad Love - Blinkie Remix,Mabel,62,Mad Love (Remixes),Cardio,pop,dance pop,0.706,0.931,0,-3.053,0,0.0456,0.354,3.72e-06,0.146,0.465,123.012,2019,200.89
Sweet but Psycho - Morgan Page Dance Remix,Ava Max,65,Sweet but Psycho (Remixes),Cardio,pop,dance pop,0.645,0.795,1,-5.439,1,0.0343,0.0334,1.05e-05,0.089,0.424,127.959,2018,226.88
Better Day (feat. Aloe Blacc),Young Bombs,62,Better Day (feat. Aloe Blacc),Cardio,pop,dance pop,0.662,0.823,9,-4.7,1,0.0971,0.073,0.0,0.0833,0.435,118.958,2019,191.79
Rescue Me (with BUNT.) - BUNT. Remix,OneRepublic,10,Rescue Me (with BUNT.) [BUNT. Remix],Cardio,pop,dance pop,0.673,0.885,11,-3.574,0,0.0569,0.143,0.0,0.184,0.704,121.082,2019,174.54
Discovery,Syn Cole,55,Discovery,Cardio,pop,dance pop,0.516,0.857,0,-3.432,0,0.0463,0.0368,0.0,0.264,0.448,127.949,2019,198.75
With You - Frank Walker Remix,Tyler Shaw,49,With You (Frank Walker Remix),Cardio,pop,dance pop,0.686,0.613,2,-5.614,1,0.069,0.0386,0.0,0.251,0.452,104.988,2019,206.88
2 Hearts (feat. Gia Koka),Sam Feldt,70,2 Hearts (feat. Gia Koka),Cardio,pop,dance pop,0.503,0.754,7,-3.634,1,0.0424,0.264,5.85e-05,0.297,0.597,116.524,2020,186.75
Love You Forever,Nicky Romero,61,Love You Forever,Cardio,pop,dance pop,0.382,0.698,6,-3.409,1,0.0374,0.00236,5.24e-05,0.108,0.151,127.816,2019,234.61
Post Malone (feat. RANI),Sam Feldt,75,Post Malone (feat. RANI) [Joe Stone Remix],Dance Pop Hits,pop,dance pop,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.651,107.356,2019,174.44
Thorns,Faustix,60,Thorns,Dance Pop Hits,pop,dance pop,0.708,0.825,4,-3.117,1,0.0615,0.031,0.0,0.191,0.662,109.991,2019,186.0
Shotgun (The Wild Remix),George Ezra,63,Shotgun (The Wild Remix),Dance Pop Hits,pop,dance pop,0.588,0.757,5,-2.415,1,0.0716,0.327,0.0,0.323,0.836,122.813,2018,191.65
True Colors (feat. Maya Avedis),XO Cupid,73,True Colors (feat. Maya Avedis),Dance Pop Hits,pop,dance pop,0.636,0.63,0,-6.396,1,0.0346,0.0796,0.0,0.13,0.454,104.845,2018,184.02
Crying In The Sun,Faustix,60,Crying In The Sun (Remixes),Dance Pop Hits,pop,dance pop,0.682,0.786,11,-4.87,0,0.0477,0.214,0.0,0.12,0.664,91.042,2018,195.95
Need You,Faustix,62,Need You,Dance Pop Hits,pop,dance pop,0.639,0.705,7,-5.039,0,0.049,0.045,0.0,0.425,0.595,124.957,2019,182.16
Sweet Dreams (Are Made of This),Winati,67,Sweet Dreams (are Made of This),Dance Pop Hits,pop,dance pop,0.815,0.647,9,-7.162,0,0.218,0.399,0.0,0.0738,0.182,125.95,2019,176.77
Million Lights,Tungevaag & Raaban,61,Million Lights,Dance Pop Hits,pop,dance pop,0.696,0.907,0,-4.157,0,0.073,0.0191,1.23e-05,0.124,0.466,125.932,2019,186.67
Dancing in the Moonlight,Jubël,71,Dancing in the Moonlight,Dance Pop Hits,pop,dance pop,0.659,0.617,11,-5.862,0,0.0649,0.27,0.0,0.187,0.187,119.858,2018,164.01
